,gross_domestic_product,unemployment_rate,inflation_rate,interest_rate,consumer_price_index,producer_price_index,balance_of_trade,industrial_production_index,consumer_confidence_index
2018-05-19,20580.912,3.8,251.588,2.98,250.792,203.2,-41421.0,102.3911,98.0
2018-05-20,20580.912,3.8,251.588,2.98,250.792,203.2,-41421.0,102.3911,98.0
2018-05-21,20580.912,3.8,251.588,2.98,250.792,203.2,-41421.0,102.3911,98.0
2018-05-22,20580.912,3.8,251.588,2.98,250.792,203.2,-41421.0,102.3911,98.0
2018-05-23,20580.912,3.8,251.588,2.98,250.792,203.2,-41421.0,102.3911,98.0
2018-05-24,20580.912,3.8,251.588,2.98,250.792,203.2,-41421.0,102.3911,98.0
2018-05-25,20580.912,3.8,251.588,2.98,250.792,203.2,-41421.0,102.3911,98.0
2018-05-26,20580.912,3.8,251.588,2.98,250.792,203.2,-41421.0,102.3911,98.0
2018-05-27,20580.912,3.8,251.588,2.98,250.792,203.2,-41421.0,102.3911,98.0
2018-05-28,20580.912,3.8,251.588,2.98,250.792,203.2,-41421.0,102.3911,98.0
2018-05-29,20580.912,3.8,251.588,2.98,250.792,203.2,-41421.0,102.3911,98.0
2018-05-30,20580.912,3.8,251.588,2.98,250.792,203.2,-41421.0,102.3911,98.0
2018-05-31,20580.912,3.8,251.588,2.98,250.792,203.2,-41421.0,102.3911,98.0
2018-06-01,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-02,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-03,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-04,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-05,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-06,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-07,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-08,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-09,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-10,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-11,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-12,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-13,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-14,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-15,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-16,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-17,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-18,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-19,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-20,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-21,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-22,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-23,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-24,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-25,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-26,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-27,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-28,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-29,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-06-30,20580.912,4.0,251.989,2.91,251.018,204.2,-44811.0,103.1924,98.2
2018-07-01,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-02,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-03,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-04,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-05,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-06,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-07,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-08,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-09,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-10,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-11,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-12,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-13,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-14,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-15,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-16,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-17,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-18,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-19,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-20,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-21,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-22,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-23,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-24,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-25,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-26,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-27,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-28,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-29,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-30,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-07-31,20798.73,3.8,252.006,2.89,251.214,204.3,-49673.0,103.3334,97.9
2018-08-01,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-02,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-03,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-04,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-05,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-06,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-07,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-08,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-09,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-10,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-11,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-12,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-13,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-14,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-15,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-16,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-17,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-18,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-19,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-20,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-21,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-22,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-23,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-24,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-25,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-26,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-27,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-28,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-29,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-30,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-08-31,20798.73,3.8,252.146,2.89,251.663,203.4,-49558.0,104.0807,96.2
2018-09-01,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-02,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-03,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-04,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-05,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-06,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-07,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-08,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-09,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-10,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-11,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-12,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-13,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-14,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-15,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-16,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-17,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-18,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-19,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-20,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-21,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-22,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-23,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-24,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-25,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-26,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-27,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-28,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-29,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-09-30,20798.73,3.7,252.439,3.0,252.182,203.6,-50563.0,104.1181,100.1
2018-10-01,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-02,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-03,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-04,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-05,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-06,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-07,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-08,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-09,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-10,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-11,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-12,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-13,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-14,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-15,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-16,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-17,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-18,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-19,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-20,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-21,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-22,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-23,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-24,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-25,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-26,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-27,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-28,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-29,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-30,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-10-31,20917.867,3.8,252.885,3.15,252.772,204.6,-52453.0,103.9397,98.6
2018-11-01,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-02,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-03,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-04,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-05,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-06,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-07,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-08,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-09,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-10,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-11,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-12,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-13,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-14,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-15,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-16,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-17,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-18,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-19,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-20,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-21,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-22,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-23,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-24,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-25,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-26,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-27,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-28,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-29,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-11-30,20917.867,3.8,252.038,3.12,252.594,202.3,-49401.0,104.0007,97.5
2018-12-01,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-02,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-03,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-04,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-05,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-06,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-07,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-08,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-09,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-10,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-11,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-12,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-13,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-14,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-15,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-16,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-17,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-18,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-19,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-20,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-21,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-22,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-23,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-24,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-25,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-26,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-27,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-28,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-29,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-30,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2018-12-31,20917.867,3.9,251.233,2.83,252.767,201.0,-55212.0,103.9946,98.3
2019-01-01,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-02,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-03,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-04,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-05,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-06,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-07,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-08,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-09,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-10,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-11,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-12,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-13,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-14,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-15,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-16,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-17,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-18,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-19,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-20,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-21,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-22,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-23,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-24,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-25,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-26,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-27,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-28,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-29,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-30,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-01-31,21104.133,4.0,251.712,2.71,252.718,199.1,-49146.0,103.373,91.2
2019-02-01,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-02,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-03,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-04,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-05,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-06,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-07,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-08,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-09,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-10,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-11,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-12,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-13,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-14,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-15,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-16,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-17,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-18,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-19,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-20,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-21,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-22,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-23,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-24,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-25,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-26,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-27,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-02-28,21104.133,3.8,252.776,2.68,253.322,199.2,-47264.0,102.8292,93.8
2019-03-01,21104.133,3.8,254.202,2.57,254.202,200.8,-48467.0,102.8286,98.4
2019-03-02,21104.133,3.8,254.202,2.57,254.202,200.8,-48467.0,102.8286,98.4
2019-03-03,21104.133,3.8,254.202,2.57,254.202,200.8,-48467.0,102.8286,98.4
2019-03-04,21104.133,3.8,254.202,2.57,254.202,200.8,-48467.0,102.8286,98.4
2019-03-05,21104.133,3.8,254.202,2.57,254.202,200.8,-48467.0,102.8286,98.4
2019-03-06,21104.133,3.8,254.202,2.57,254.202,200.8,-48467.0,102.8286,98.4
2019-03-07,21104.133,3.8,254.202,2.57,254.202,200.8,-48467.0,102.8286,98.4
2019-03-08,21104.133,3.8,254.202,2.57,254.202,200.8,-48467.0,102.8286,98.4
2019-03-09,21104.133,3.8,254.202,2.57,254.202,200.8,-48467.0,102.8286,98.4
2019-03-10,21104.133,3.8,254.202,2.57,254.202,200.8,-48467.0,102.8286,98.4
2019-03-11,21104.133,3.8,254.202,2.57,254.202,200.8,-48467.0,102.8286,98.4
